1		2,137,045,865
2		711,256,894
3		609,935,927
4		1,134,097,979
5		2,132,096,913
6		2,127,434,435
7		837,412,674
8		829,227,110
9		504,485,183
10		414,214,722
11		1,266,061,032
12		1,024,320,661
13		1,502,101,864
14		1,607,372,736
15		149,906,764
16		830,829,572
17		1,019,401,007
18		569,878,992
19		1,357,527,690
20		1,470,370,974
21		904,734,975
22		1,744,379,873
23		496,364,267
24		1,111,271,992
25		1,260,240,355
26		20,693,509
27		1,705,820,129
28		1,208,170,696
29		1,515,849,481
30		18,033,536
31		745,319,260
32		597,780,209
33		1,703,116,788
34		1,008,048,181
35		522,237,837
36		692,526,421
37		656,002,863
38		212,457,320
39		1,282,252,040
40		1,932,203,518
41		903,741,941
42		337,908,384
43		1,170,749,257
44		506,683,976
45		590,287,335
46		1,884,957,894
47		1,829,310,600
48		527,286,900
49		1,803,132,226
50		1,450,879,169
51		764,846,105
52		785,615,263
53		1,611,388,047
54		1,517,844,266
55		1,744,617,773
56		392,665,992
57		214,892,627
58		1,646,147,582
59		2,021,341,271
60		2,111,403,404
61		421,614,306
62		1,776,725,625
63		1,460,861,276
64		486,451,647
65		1,816,379,109
66		668,280,823
67		1,468,687,520
68		494,053,683
69		1,085,134,899
70		1,604,863,990
71		174,826,709
72		806,943,687
73		1,435,110,599
74		1,572,807,819
75		566,629,033
76		566,826,591
77		573,630,616
78		2,137,163,938
79		520,984,657
80		1,522,766,108
81		338,866,556
82		1,178,533,229
83		1,552,522,117
84		64,970,312
85		1,400,671,078
86		2,107,187,644
87		1,133,875,809
88		185,272,522
89		1,410,914,055
90		129,571,845
91		477,633,794
92		1,157,338,928
93		338,599,696
94		1,318,332,283
95		1,510,589,212
96		1,274,499,963
97		1,024,530,755
98		684,297,610
99		837,788,514
100		2,069,490,159
101		1,059,758,575
102		224,431,680
103		700,401,934
104		1,772,109,296
105		911,843,884
106		684,449,640
107		615,888,620
108		1,393,514,600
109		1,148,312,086
110		1,542,011,353
111		1,115,656,343
112		576,470,351
113		2,022,577,125
114		1,950,587,877
115		569,978,301
116		1,744,068,085
117		108,900,021
118		2,115,841,776
119		1,836,374,174
120		190,388,365
121		320,198,436
122		182,138,816
123		1,279,726,821
124		33,143,229
125		1,880,629,702
126		743,428,341
127		1,970,678,619
128		475,538,853
129		1,707,463,812
130		1,384,039,617
131		2,016,044,809
132		794,198,190
133		1,126,171,179
134		816,959,217
135		1,535,560,803
136		178,699,284
137		1,133,800,278
138		886,371,190
139		670,858,715
140		1,024,419,791
141		389,564,595
142		1,069,166,651
143		1,718,110,598
144		1,910,245,175
145		1,124,608,121
146		553,153,080
147		1,989,358,623
148		1,480,511,086
149		171,514,182
150		631,446,410
151		1,031,093,707
152		1,449,769,353
153		267,437,937
154		1,048,400,644
155		103,569,683
156		877,619,759
157		1,092,188,506
158		667,258,705
159		2,038,963,241
160		168,415,543
161		861,254,668
162		140,349,767
163		1,833,534,435
164		1,911,756,116
165		1,673,450,191
166		321,458,153
167		1,597,782,819
168		1,205,617,908
169		415,027,074
170		391,279,017
171		610,267,807
172		1,370,012,478
173		1,444,983,061
174		811,954,383
175		1,948,307,417
176		1,398,515,432
177		611,511,865
178		1,516,965,293
179		1,056,018,755
180		1,327,476,622
181		901,553,365
182		490,167,533
183		304,024,671
184		1,076,017,402
185		352,945,910
186		566,275,456
187		526,760,253
188		77,770,535
189		713,389,534
190		657,941,044
191		1,233,994,425
192		466,541,573
193		994,891,596
194		502,443,172
195		163,165,123
196		249,214,828
197		1,383,115,863
198		1,953,838,129
199		236,794,984
200		803,149,968
201		333,843,176
202		1,023,349,456
203		1,897,208,861
204		1,977,093,509
205		180,602,739
206		1,156,017,168
207		993,833,630
208		829,801,854
209		2,101,912,418
210		1,528,921,943
211		855,820,356
212		749,851,245
213		1,873,540,255
214		567,593,302
215		2,064,697,930
216		1,867,433,241
217		690,071,145
218		870,097,496
219		1,443,222,478
220		1,470,049,010
221		1,898,053,218
222		1,454,467,804
223		914,024,229
224		586,697,915
225		1,491,517,691
226		75,141,041
227		310,372,897
228		1,258,774,065
229		1,591,569,351
230		429,917,550
231		2,132,141,148
232		1,095,623,114
233		480,807,822
234		1,965,772,590
235		2,038,471,244
236		416,340,564
237		698,402,634
238		1,082,508,025
239		985,506,221
240		1,153,771,497
241		915,973,658
242		1,441,027,286
243		1,015,205,930
244		1,816,022,402
245		1,855,338,483
246		918,721,394
247		1,927,528,597
248		1,929,101,453
249		1,835,412,434
250		1,996,991,147
251		1,849,909,237
